Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Login,Chrome 107.0.0.0,,,2022-11-29 14:54:19,2022-11-29 14:54:38,"19,511s",PASSED
,,,,,,,
Test Cases/TC_Login,Chrome 107.0.0.0,,,2022-11-29 14:54:19,2022-11-29 14:54:38,"19,353s",PASSED
"runFeatureFile(""Include/features/Login.feature"")",Chrome 107.0.0.0,,,2022-11-29 14:54:19,2022-11-29 14:54:38,"19,122s",PASSED
