Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_ConsultarAfiliado,,,,2022-11-29 15:24:19,2022-11-29 15:24:22,"2,569s",FAILED
,,,,,,,
Test Cases/TC_ConsultarAfiliado,,,,2022-11-29 15:24:21,2022-11-29 15:24:22,"0,352s",FAILED
"runFeatureFile(""Include/features/Login.feature"")",,,,2022-11-29 15:24:21,2022-11-29 15:24:21,"0,000s",NOT_RUN
"runFeatureFile(""Include/features/ConsultarAfiliado.feature"")",,,,2022-11-29 15:24:21,2022-11-29 15:24:22,"0,340s",FAILED
