Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_ConsultarAfiliado,,,,2022-11-29 15:00:12,2022-11-29 15:00:15,"2,367s",FAILED
,,,,,,,
Test Cases/TC_ConsultarAfiliado,,,,2022-11-29 15:00:14,2022-11-29 15:00:15,"0,310s",FAILED
"runFeatureFile(""Include/features/Login.feature"")",,,,2022-11-29 15:00:14,2022-11-29 15:00:14,"0,000s",NOT_RUN
"runFeatureFile(""Include/features/ConsultarAfiliado.feature"")",,,,2022-11-29 15:00:14,2022-11-29 15:00:15,"0,304s",FAILED
